,epi_week,date,country,city,newCases,totalCases,state,ibgeID,cod_RegiaoDeSaude,name_RegiaoDeSaude,newDeaths,deaths,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,_source,last_info_date
0,9,02/25/20,Brazil,Sao_Paulo,1,1,SP,3550308,35016,Sao_Paulo,0,0,0,0.00811,0,SES,05/15/21
2,9,02/26/20,Brazil,Sao_Paulo,0,1,SP,3550308,35016,Sao_Paulo,0,0,0,0.00811,0,SES,05/15/21
4,9,02/27/20,Brazil,Sao_Paulo,0,1,SP,3550308,35016,Sao_Paulo,0,0,0,0.00811,0,SES,05/15/21
6,9,02/28/20,Brazil,Sao_Paulo,1,2,SP,3550308,35016,Sao_Paulo,0,0,0,0.01623,0,SES,05/15/21
8,9,02/29/20,Brazil,Sao_Paulo,0,2,SP,3550308,35016,Sao_Paulo,0,0,0,0.01623,0,SES,05/15/21
10,10,03/01/20,Brazil,Sao_Paulo,0,2,SP,3550308,35016,Sao_Paulo,0,0,0,0.01623,0,SES,05/15/21
12,10,03/02/20,Brazil,Sao_Paulo,0,2,SP,3550308,35016,Sao_Paulo,0,0,0,0.01623,0,SES,05/15/21
14,10,03/03/20,Brazil,Sao_Paulo,0,2,SP,3550308,35016,Sao_Paulo,0,0,0,0.01623,0,SES,05/15/21
16,10,03/04/20,Brazil,Sao_Paulo,1,3,SP,3550308,35016,Sao_Paulo,0,0,0,0.02434,0,SES,05/15/21
19,10,03/05/20,Brazil,Sao_Paulo,3,6,SP,3550308,35016,Sao_Paulo,0,0,0,0.04868,0,SES,05/15/21
26,10,03/06/20,Brazil,Sao_Paulo,0,6,SP,3550308,35016,Sao_Paulo,0,0,0,0.04868,0,SES,05/15/21
35,10,03/07/20,Brazil,Sao_Paulo,6,12,SP,3550308,35016,Sao_Paulo,0,0,0,0.09736,0,SES,05/15/21
46,11,03/08/20,Brazil,Sao_Paulo,3,15,SP,3550308,35016,Sao_Paulo,0,0,0,0.1217,0,SES,05/15/21
57,11,03/09/20,Brazil,Sao_Paulo,0,15,SP,3550308,35016,Sao_Paulo,0,0,0,0.1217,0,SES,05/15/21
70,11,03/10/20,Brazil,Sao_Paulo,3,18,SP,3550308,35016,Sao_Paulo,0,0,0,0.14604,0,SES,05/15/21
84,11,03/11/20,Brazil,Sao_Paulo,11,29,SP,3550308,35016,Sao_Paulo,0,0,0,0.23529,0,SES,05/15/21
109,11,03/12/20,Brazil,Sao_Paulo,15,44,SP,3550308,35016,Sao_Paulo,0,0,0,0.35699,0,SES,05/15/21
137,11,03/13/20,Brazil,Sao_Paulo,0,44,SP,3550308,35016,Sao_Paulo,0,0,0,0.35699,0,SES,05/15/21
173,11,03/14/20,Brazil,Sao_Paulo,18,62,SP,3550308,35016,Sao_Paulo,0,0,0,0.50303,0,SES,05/15/21
209,12,03/15/20,Brazil,Sao_Paulo,0,62,SP,3550308,35016,Sao_Paulo,0,0,0,0.50303,0,SES,05/15/21
254,12,03/16/20,Brazil,Sao_Paulo,83,145,SP,3550308,35016,Sao_Paulo,0,0,0,1.17645,0,SES,05/15/21
311,12,03/17/20,Brazil,Sao_Paulo,11,156,SP,3550308,35016,Sao_Paulo,1,1,0.00811,1.2657,0.00641,SES,05/15/21
386,12,03/18/20,Brazil,Sao_Paulo,58,214,SP,3550308,35016,Sao_Paulo,2,3,0.02434,1.73628,0.01402,SES,05/15/21
474,12,03/19/20,Brazil,Sao_Paulo,45,259,SP,3550308,35016,Sao_Paulo,2,5,0.04057,2.10138,0.01931,SES,05/15/21
594,12,03/20/20,Brazil,Sao_Paulo,47,306,SP,3550308,35016,Sao_Paulo,4,9,0.07302,2.48271,0.02941,SES,05/15/21
737,12,03/21/20,Brazil,Sao_Paulo,0,306,SP,3550308,35016,Sao_Paulo,0,9,0.07302,2.48271,0.02941,SES,05/15/21
894,13,03/22/20,Brazil,Sao_Paulo,0,306,SP,3550308,35016,Sao_Paulo,0,9,0.07302,2.48271,0.02941,SES,05/15/21
1075,13,03/23/20,Brazil,Sao_Paulo,0,306,SP,3550308,35016,Sao_Paulo,0,9,0.07302,2.48271,0.02941,SES,05/15/21
1273,13,03/24/20,Brazil,Sao_Paulo,0,306,SP,3550308,35016,Sao_Paulo,0,9,0.07302,2.48271,0.02941,SES,05/15/21
1501,13,03/25/20,Brazil,Sao_Paulo,416,722,SP,3550308,35016,Sao_Paulo,35,44,0.35699,5.8579,0.06094,SES,05/15/21
1756,13,03/26/20,Brazil,Sao_Paulo,177,899,SP,3550308,35016,Sao_Paulo,9,53,0.43001,7.29398,0.05895,SES,05/15/21
2039,13,03/27/20,Brazil,Sao_Paulo,145,1044,SP,3550308,35016,Sao_Paulo,9,62,0.50303,8.47043,0.05939,SES,05/15/21
2350,13,03/28/20,Brazil,Sao_Paulo,0,1044,SP,3550308,35016,Sao_Paulo,0,62,0.50303,8.47043,0.05939,SES,05/15/21
2690,14,03/29/20,Brazil,Sao_Paulo,0,1044,SP,3550308,35016,Sao_Paulo,0,62,0.50303,8.47043,0.05939,SES,05/15/21
3063,14,03/30/20,Brazil,Sao_Paulo,189,1233,SP,3550308,35016,Sao_Paulo,41,103,0.83568,10.00387,0.08354,SES,05/15/21
3478,14,03/31/20,Brazil,Sao_Paulo,652,1885,SP,3550308,35016,Sao_Paulo,18,121,0.98173,15.29383,0.06419,SES,05/15/21
3932,14,04/01/20,Brazil,Sao_Paulo,533,2418,SP,3550308,35016,Sao_Paulo,23,144,1.16834,19.61829,0.05955,SES,05/15/21
4433,14,04/02/20,Brazil,Sao_Paulo,397,2815,SP,3550308,35016,Sao_Paulo,20,164,1.3306,22.83933,0.05826,SES,05/15/21
4991,14,04/03/20,Brazil,Sao_Paulo,387,3202,SP,3550308,35016,Sao_Paulo,22,186,1.5091,25.97923,0.05809,SES,05/15/21
5587,14,04/04/20,Brazil,Sao_Paulo,294,3496,SP,3550308,35016,Sao_Paulo,26,212,1.72005,28.36458,0.06064,SES,05/15/21
6224,15,04/05/20,Brazil,Sao_Paulo,116,3612,SP,3550308,35016,Sao_Paulo,8,220,1.78496,29.30574,0.06091,SES,05/15/21
6920,15,04/06/20,Brazil,Sao_Paulo,142,3754,SP,3550308,35016,Sao_Paulo,24,244,1.97968,30.45784,0.065,SES,05/15/21
7673,15,04/07/20,Brazil,Sao_Paulo,504,4258,SP,3550308,35016,Sao_Paulo,52,296,2.40158,34.54702,0.06952,SES,05/15/21
8489,15,04/08/20,Brazil,Sao_Paulo,689,4947,SP,3550308,35016,Sao_Paulo,43,339,2.75046,40.13718,0.06853,SES,05/15/21
9361,15,04/09/20,Brazil,Sao_Paulo,530,5477,SP,3550308,35016,Sao_Paulo,45,384,3.11556,44.4373,0.07011,SES,05/15/21
10276,15,04/10/20,Brazil,Sao_Paulo,505,5982,SP,3550308,35016,Sao_Paulo,25,409,3.3184,48.53458,0.06837,SES,05/15/21
11239,15,04/11/20,Brazil,Sao_Paulo,149,6131,SP,3550308,35016,Sao_Paulo,13,422,3.42387,49.74349,0.06883,SES,05/15/21
12244,16,04/12/20,Brazil,Sao_Paulo,221,6352,SP,3550308,35016,Sao_Paulo,23,445,3.61048,51.53656,0.07006,SES,05/15/21
13288,16,04/13/20,Brazil,Sao_Paulo,66,6418,SP,3550308,35016,Sao_Paulo,11,456,3.69973,52.07204,0.07105,SES,05/15/21
14386,16,04/14/20,Brazil,Sao_Paulo,287,6705,SP,3550308,35016,Sao_Paulo,56,512,4.15408,54.4006,0.07636,SES,05/15/21
15559,16,04/15/20,Brazil,Sao_Paulo,1059,7764,SP,3550308,35016,Sao_Paulo,46,558,4.5273,62.99273,0.07187,SES,05/15/21
16795,16,04/16/20,Brazil,Sao_Paulo,144,7908,SP,3550308,35016,Sao_Paulo,45,603,4.8924,64.16106,0.07625,SES,05/15/21
18087,16,04/17/20,Brazil,Sao_Paulo,836,8744,SP,3550308,35016,Sao_Paulo,40,643,5.21694,70.9439,0.07354,SES,05/15/21
19446,16,04/18/20,Brazil,Sao_Paulo,684,9428,SP,3550308,35016,Sao_Paulo,43,686,5.56582,76.49349,0.07276,SES,05/15/21
20868,17,04/19/20,Brazil,Sao_Paulo,240,9668,SP,3550308,35016,Sao_Paulo,14,700,5.67941,78.44071,0.0724,SES,05/15/21
22342,17,04/20/20,Brazil,Sao_Paulo,147,9815,SP,3550308,35016,Sao_Paulo,15,715,5.80111,79.63339,0.07285,SES,05/15/21
23860,17,04/21/20,Brazil,Sao_Paulo,527,10342,SP,3550308,35016,Sao_Paulo,38,753,6.10942,83.90917,0.07281,SES,05/15/21
25434,17,04/22/20,Brazil,Sao_Paulo,349,10691,SP,3550308,35016,Sao_Paulo,25,778,6.31225,86.74076,0.07277,SES,05/15/21
27070,17,04/23/20,Brazil,Sao_Paulo,534,11225,SP,3550308,35016,Sao_Paulo,134,912,7.39946,91.07334,0.08125,SES,05/15/21
28800,17,04/24/20,Brazil,Sao_Paulo,575,11800,SP,3550308,35016,Sao_Paulo,98,1010,8.19457,95.73856,0.08559,SES,05/15/21
30595,17,04/25/20,Brazil,Sao_Paulo,1298,13098,SP,3550308,35016,Sao_Paulo,89,1099,8.91667,106.2698,0.08391,SES,05/15/21
32461,18,04/26/20,Brazil,Sao_Paulo,415,13513,SP,3550308,35016,Sao_Paulo,15,1114,9.03837,109.63688,0.08244,SES,05/15/21
34389,18,04/27/20,Brazil,Sao_Paulo,476,13989,SP,3550308,35016,Sao_Paulo,58,1172,9.50895,113.49888,0.08378,SES,05/15/21
36413,18,04/28/20,Brazil,Sao_Paulo,1408,15397,SP,3550308,35016,Sao_Paulo,149,1321,10.71785,124.9226,0.0858,SES,05/15/21
38522,18,04/29/20,Brazil,Sao_Paulo,1241,16638,SP,3550308,35016,Sao_Paulo,118,1439,11.67524,134.99137,0.08649,SES,05/15/21
40710,18,04/30/20,Brazil,Sao_Paulo,1511,18149,SP,3550308,35016,Sao_Paulo,83,1522,12.34865,147.25078,0.08386,SES,05/15/21
42954,18,05/01/20,Brazil,Sao_Paulo,938,19087,SP,3550308,35016,Sao_Paulo,85,1607,13.03829,154.86118,0.08419,SES,05/15/21
45274,18,05/02/20,Brazil,Sao_Paulo,407,19494,SP,3550308,35016,Sao_Paulo,54,1661,13.47642,158.16335,0.08521,SES,05/15/21
47646,19,05/03/20,Brazil,Sao_Paulo,328,19822,SP,3550308,35016,Sao_Paulo,12,1673,13.57378,160.82456,0.0844,SES,05/15/21
50071,19,05/04/20,Brazil,Sao_Paulo,251,20073,SP,3550308,35016,Sao_Paulo,10,1683,13.65492,162.86103,0.08384,SES,05/15/21
52579,19,05/05/20,Brazil,Sao_Paulo,1067,21140,SP,3550308,35016,Sao_Paulo,118,1801,14.6123,171.51807,0.08519,SES,05/15/21
55152,19,05/06/20,Brazil,Sao_Paulo,2047,23187,SP,3550308,35016,Sao_Paulo,109,1910,15.49667,188.12628,0.08237,SES,05/15/21
57817,19,05/07/20,Brazil,Sao_Paulo,1086,24273,SP,3550308,35016,Sao_Paulo,76,1986,16.11329,196.93747,0.08182,SES,05/15/21
60585,19,05/08/20,Brazil,Sao_Paulo,1094,25367,SP,3550308,35016,Sao_Paulo,124,2110,17.11935,205.81357,0.08318,SES,05/15/21
63430,19,05/09/20,Brazil,Sao_Paulo,1420,26787,SP,3550308,35016,Sao_Paulo,113,2223,18.03617,217.33465,0.08299,SES,05/15/21
66334,20,05/10/20,Brazil,Sao_Paulo,520,27307,SP,3550308,35016,Sao_Paulo,43,2266,18.38505,221.55364,0.08298,SES,05/15/21
69300,20,05/11/20,Brazil,Sao_Paulo,464,27771,SP,3550308,35016,Sao_Paulo,15,2281,18.50675,225.31827,0.08214,SES,05/15/21
72322,20,05/12/20,Brazil,Sao_Paulo,911,28682,SP,3550308,35016,Sao_Paulo,124,2405,19.51282,232.70962,0.08385,SES,05/15/21
75422,20,05/13/20,Brazil,Sao_Paulo,1720,30402,SP,3550308,35016,Sao_Paulo,89,2494,20.23491,246.66473,0.08203,SES,05/15/21
78597,20,05/14/20,Brazil,Sao_Paulo,1471,31873,SP,3550308,35016,Sao_Paulo,102,2596,21.06248,258.59959,0.08145,SES,05/15/21
81877,20,05/15/20,Brazil,Sao_Paulo,2119,33992,SP,3550308,35016,Sao_Paulo,78,2674,21.69533,275.79197,0.07867,SES,05/15/21
85220,20,05/16/20,Brazil,Sao_Paulo,1437,35429,SP,3550308,35016,Sao_Paulo,118,2792,22.65272,287.45098,0.07881,SES,05/15/21
88595,21,05/17/20,Brazil,Sao_Paulo,502,35931,SP,3550308,35016,Sao_Paulo,43,2835,23.0016,291.52392,0.0789,SES,05/15/21
92029,21,05/18/20,Brazil,Sao_Paulo,257,36188,SP,3550308,35016,Sao_Paulo,21,2856,23.17198,293.60908,0.07892,SES,05/15/21
95536,21,05/19/20,Brazil,Sao_Paulo,1452,37640,SP,3550308,35016,Sao_Paulo,173,3029,24.5756,305.38979,0.08047,SES,05/15/21
99132,21,05/20/20,Brazil,Sao_Paulo,1826,39466,SP,3550308,35016,Sao_Paulo,106,3135,25.43563,320.20493,0.07944,SES,05/15/21
102795,21,05/21/20,Brazil,Sao_Paulo,1985,41451,SP,3550308,35016,Sao_Paulo,103,3238,26.27131,336.3101,0.07812,SES,05/15/21
106544,21,05/22/20,Brazil,Sao_Paulo,1522,42973,SP,3550308,35016,Sao_Paulo,114,3352,27.19624,348.65875,0.078,SES,05/15/21
110414,21,05/23/20,Brazil,Sao_Paulo,1914,44887,SP,3550308,35016,Sao_Paulo,139,3491,28.32401,364.18787,0.07777,SES,05/15/21
114333,22,05/24/20,Brazil,Sao_Paulo,640,45527,SP,3550308,35016,Sao_Paulo,43,3534,28.67289,369.38047,0.07762,SES,05/15/21
118284,22,05/25/20,Brazil,Sao_Paulo,677,46204,SP,3550308,35016,Sao_Paulo,21,3555,28.84327,374.87327,0.07694,SES,05/15/21
122282,22,05/26/20,Brazil,Sao_Paulo,1350,47554,SP,3550308,35016,Sao_Paulo,136,3691,29.9467,385.82641,0.07762,SES,05/15/21
126330,22,05/27/20,Brazil,Sao_Paulo,1710,49264,SP,3550308,35016,Sao_Paulo,135,3826,31.04201,399.70039,0.07766,SES,05/15/21
130444,22,05/28/20,Brazil,Sao_Paulo,3455,52719,SP,3550308,35016,Sao_Paulo,132,3958,32.11299,427.73231,0.07508,SES,05/15/21
134624,22,05/29/20,Brazil,Sao_Paulo,3022,55741,SP,3550308,35016,Sao_Paulo,158,4116,33.39491,452.25112,0.07384,SES,05/15/21
138866,22,05/30/20,Brazil,Sao_Paulo,2878,58619,SP,3550308,35016,Sao_Paulo,123,4239,34.39286,475.6016,0.07231,SES,05/15/21
143139,23,05/31/20,Brazil,Sao_Paulo,1512,60131,SP,3550308,35016,Sao_Paulo,41,4280,34.72551,487.86911,0.07118,SES,05/15/21
147434,23,06/01/20,Brazil,Sao_Paulo,995,61126,SP,3550308,35016,Sao_Paulo,24,4304,34.92024,495.94198,0.07041,SES,05/15/21
151778,23,06/02/20,Brazil,Sao_Paulo,3317,64443,SP,3550308,35016,Sao_Paulo,139,4443,36.048,522.85426,0.06894,SES,05/15/21
156159,23,06/03/20,Brazil,Sao_Paulo,2334,66777,SP,3550308,35016,Sao_Paulo,121,4564,37.02973,541.79102,0.06835,SES,05/15/21
160585,23,06/04/20,Brazil,Sao_Paulo,2570,69347,SP,3550308,35016,Sao_Paulo,111,4675,37.93032,562.64255,0.06741,SES,05/15/21
165072,23,06/05/20,Brazil,Sao_Paulo,2106,71453,SP,3550308,35016,Sao_Paulo,130,4805,38.98507,579.72945,0.06725,SES,05/15/21
169602,23,06/06/20,Brazil,Sao_Paulo,2408,73861,SP,3550308,35016,Sao_Paulo,96,4901,39.76396,599.26661,0.06635,SES,05/15/21
174164,24,06/07/20,Brazil,Sao_Paulo,935,74796,SP,3550308,35016,Sao_Paulo,19,4920,39.91811,606.85267,0.06578,SES,05/15/21
178799,24,06/08/20,Brazil,Sao_Paulo,903,75699,SP,3550308,35016,Sao_Paulo,17,4937,40.05604,614.17911,0.06522,SES,05/15/21
183468,24,06/09/20,Brazil,Sao_Paulo,2327,78026,SP,3550308,35016,Sao_Paulo,136,5073,41.15947,633.05908,0.06502,SES,05/15/21
188177,24,06/10/20,Brazil,Sao_Paulo,2431,80457,SP,3550308,35016,Sao_Paulo,159,5232,42.44951,652.78284,0.06503,SES,05/15/21
192925,24,06/11/20,Brazil,Sao_Paulo,2619,83076,SP,3550308,35016,Sao_Paulo,125,5357,43.46368,674.03194,0.06448,SES,05/15/21
197689,24,06/12/20,Brazil,Sao_Paulo,2546,85622,SP,3550308,35016,Sao_Paulo,123,5480,44.46164,694.68875,0.064,SES,05/15/21
202467,24,06/13/20,Brazil,Sao_Paulo,2403,88025,SP,3550308,35016,Sao_Paulo,119,5599,45.42714,714.18534,0.06361,SES,05/15/21
207258,25,06/14/20,Brazil,Sao_Paulo,3173,91198,SP,3550308,35016,Sao_Paulo,24,5623,45.62186,739.92928,0.06166,SES,05/15/21
212071,25,06/15/20,Brazil,Sao_Paulo,2250,93448,SP,3550308,35016,Sao_Paulo,29,5652,45.85715,758.18451,0.06048,SES,05/15/21
216920,25,06/16/20,Brazil,Sao_Paulo,4228,97676,SP,3550308,35016,Sao_Paulo,167,5819,47.21209,792.48813,0.05957,SES,05/15/21
221804,25,06/17/20,Brazil,Sao_Paulo,456,98132,SP,3550308,35016,Sao_Paulo,140,5959,48.34797,796.18785,0.06072,SES,05/15/21
226724,25,06/18/20,Brazil,Sao_Paulo,398,98530,SP,3550308,35016,Sao_Paulo,138,6097,49.46763,799.417,0.06188,SES,05/15/21
231679,25,06/19/20,Brazil,Sao_Paulo,6877,105407,SP,3550308,35016,Sao_Paulo,158,6255,50.74955,855.21311,0.05934,SES,05/15/21
236673,25,06/20/20,Brazil,Sao_Paulo,184,105591,SP,3550308,35016,Sao_Paulo,116,6371,51.69071,856.70598,0.06034,SES,05/15/21
241681,26,06/21/20,Brazil,Sao_Paulo,949,106540,SP,3550308,35016,Sao_Paulo,16,6387,51.82053,864.40564,0.05995,SES,05/15/21
246707,26,06/22/20,Brazil,Sao_Paulo,1191,107731,SP,3550308,35016,Sao_Paulo,17,6404,51.95845,874.06874,0.05944,SES,05/15/21
251763,26,06/23/20,Brazil,Sao_Paulo,2483,110214,SP,3550308,35016,Sao_Paulo,179,6583,53.41076,894.21441,0.05973,SES,05/15/21
256836,26,06/24/20,Brazil,Sao_Paulo,3047,113261,SP,3550308,35016,Sao_Paulo,92,6675,54.1572,918.93605,0.05893,SES,05/15/21
261927,26,06/25/20,Brazil,Sao_Paulo,4050,117311,SP,3550308,35016,Sao_Paulo,119,6794,55.12269,951.79547,0.05791,SES,05/15/21
267054,26,06/26/20,Brazil,Sao_Paulo,3852,121163,SP,3550308,35016,Sao_Paulo,86,6880,55.82045,983.04843,0.05678,SES,05/15/21
272353,26,06/27/20,Brazil,Sao_Paulo,1596,122759,SP,3550308,35016,Sao_Paulo,102,6982,56.64802,995.99748,0.05688,SES,05/15/21
277681,27,06/28/20,Brazil,Sao_Paulo,1346,124105,SP,3550308,35016,Sao_Paulo,21,7003,56.8184,1006.91817,0.05643,SES,05/15/21
283022,27,06/29/20,Brazil,Sao_Paulo,907,125012,SP,3550308,35016,Sao_Paulo,23,7026,57.00501,1014.27705,0.0562,SES,05/15/21
288383,27,06/30/20,Brazil,Sao_Paulo,2107,127119,SP,3550308,35016,Sao_Paulo,136,7162,58.10844,1031.37207,0.05634,SES,05/15/21
293755,27,07/01/20,Brazil,Sao_Paulo,2209,129328,SP,3550308,35016,Sao_Paulo,96,7258,58.88733,1049.29465,0.05612,SES,05/15/21
299137,27,07/02/20,Brazil,Sao_Paulo,5656,134984,SP,3550308,35016,Sao_Paulo,112,7370,59.79603,1095.18425,0.0546,SES,05/15/21
304532,27,07/03/20,Brazil,Sao_Paulo,2090,137074,SP,3550308,35016,Sao_Paulo,109,7479,60.6804,1112.14134,0.05456,SES,05/15/21
309940,27,07/04/20,Brazil,Sao_Paulo,688,137762,SP,3550308,35016,Sao_Paulo,118,7597,61.63778,1117.72338,0.05515,SES,05/15/21
315354,28,07/05/20,Brazil,Sao_Paulo,2109,139871,SP,3550308,35016,Sao_Paulo,24,7621,61.83251,1134.83462,0.05449,SES,05/15/21
320777,28,07/06/20,Brazil,Sao_Paulo,360,140231,SP,3550308,35016,Sao_Paulo,13,7634,61.93798,1137.75546,0.05444,SES,05/15/21
326211,28,07/07/20,Brazil,Sao_Paulo,2271,142502,SP,3550308,35016,Sao_Paulo,109,7743,62.82235,1156.18108,0.05434,SES,05/15/21
331676,28,07/08/20,Brazil,Sao_Paulo,2071,144573,SP,3550308,35016,Sao_Paulo,121,7864,63.80407,1172.98401,0.05439,SES,05/15/21
337148,28,07/09/20,Brazil,Sao_Paulo,2166,146739,SP,3550308,35016,Sao_Paulo,100,7964,64.61542,1190.55771,0.05427,SES,05/15/21
342628,28,07/10/20,Brazil,Sao_Paulo,2692,149431,SP,3550308,35016,Sao_Paulo,125,8089,65.6296,1212.39909,0.05413,SES,05/15/21
348111,28,07/11/20,Brazil,Sao_Paulo,1934,151365,SP,3550308,35016,Sao_Paulo,87,8176,66.33547,1228.09047,0.05402,SES,05/15/21
353597,29,07/12/20,Brazil,Sao_Paulo,1441,152806,SP,3550308,35016,Sao_Paulo,36,8212,66.62755,1239.78194,0.05374,SES,05/15/21
359088,29,07/13/20,Brazil,Sao_Paulo,1207,154013,SP,3550308,35016,Sao_Paulo,19,8231,66.7817,1249.57486,0.05344,SES,05/15/21
364585,29,07/14/20,Brazil,Sao_Paulo,4789,158802,SP,3550308,35016,Sao_Paulo,105,8336,67.63362,1288.43011,0.05249,SES,05/15/21
370089,29,07/15/20,Brazil,Sao_Paulo,1524,160326,SP,3550308,35016,Sao_Paulo,115,8451,68.56666,1300.79499,0.05271,SES,05/15/21
375599,29,07/16/20,Brazil,Sao_Paulo,1916,162242,SP,3550308,35016,Sao_Paulo,134,8585,69.65386,1316.34033,0.05291,SES,05/15/21
381111,29,07/17/20,Brazil,Sao_Paulo,1382,163624,SP,3550308,35016,Sao_Paulo,111,8696,70.55445,1327.5531,0.05315,SES,05/15/21
386624,29,07/18/20,Brazil,Sao_Paulo,1470,165094,SP,3550308,35016,Sao_Paulo,74,8770,71.15485,1339.47986,0.05312,SES,05/15/21
392140,30,07/19/20,Brazil,Sao_Paulo,979,166073,SP,3550308,35016,Sao_Paulo,8,8778,71.21975,1347.42291,0.05286,SES,05/15/21
397659,30,07/20/20,Brazil,Sao_Paulo,275,166348,SP,3550308,35016,Sao_Paulo,21,8799,71.39014,1349.65411,0.0529,SES,05/15/21
403183,30,07/21/20,Brazil,Sao_Paulo,1453,167801,SP,3550308,35016,Sao_Paulo,121,8920,72.37186,1361.44293,0.05316,SES,05/15/21
408712,30,07/22/20,Brazil,Sao_Paulo,3318,171119,SP,3550308,35016,Sao_Paulo,105,9025,73.22377,1388.36332,0.05274,SES,05/15/21
414243,30,07/23/20,Brazil,Sao_Paulo,2591,173710,SP,3550308,35016,Sao_Paulo,73,9098,73.81605,1409.38524,0.05237,SES,05/15/21
419776,30,07/24/20,Brazil,Sao_Paulo,2480,176190,SP,3550308,35016,Sao_Paulo,58,9156,74.28663,1429.50656,0.05197,SES,05/15/21
425313,30,07/25/20,Brazil,Sao_Paulo,2925,179115,SP,3550308,35016,Sao_Paulo,49,9205,74.68419,1453.23837,0.05139,SES,05/15/21
430853,31,07/26/20,Brazil,Sao_Paulo,662,179777,SP,3550308,35016,Sao_Paulo,17,9222,74.82212,1458.60946,0.0513,SES,05/15/21
436395,31,07/27/20,Brazil,Sao_Paulo,2250,182027,SP,3550308,35016,Sao_Paulo,19,9241,74.97628,1476.8647,0.05077,SES,05/15/21
441942,31,07/28/20,Brazil,Sao_Paulo,3681,185708,SP,3550308,35016,Sao_Paulo,77,9318,75.60101,1506.73026,0.05018,SES,05/15/21
447491,31,07/29/20,Brazil,Sao_Paulo,3119,188827,SP,3550308,35016,Sao_Paulo,78,9396,76.23386,1532.03607,0.04976,SES,05/15/21
453042,31,07/30/20,Brazil,Sao_Paulo,4857,193684,SP,3550308,35016,Sao_Paulo,74,9470,76.83425,1571.44304,0.04889,SES,05/15/21
458594,31,07/31/20,Brazil,Sao_Paulo,3876,197560,SP,3550308,35016,Sao_Paulo,79,9549,77.47522,1602.89072,0.04833,SES,05/15/21
464149,31,08/01/20,Brazil,Sao_Paulo,2114,199674,SP,3550308,35016,Sao_Paulo,70,9619,78.04316,1620.04253,0.04817,SES,05/15/21
469705,32,08/02/20,Brazil,Sao_Paulo,770,200444,SP,3550308,35016,Sao_Paulo,15,9634,78.16486,1626.28987,0.04806,SES,05/15/21
475263,32,08/03/20,Brazil,Sao_Paulo,261,200705,SP,3550308,35016,Sao_Paulo,10,9644,78.24599,1628.40748,0.04805,SES,05/15/21
480821,32,08/04/20,Brazil,Sao_Paulo,2574,203279,SP,3550308,35016,Sao_Paulo,58,9702,78.71657,1649.29147,0.04773,SES,05/15/21
486380,32,08/05/20,Brazil,Sao_Paulo,2823,206102,SP,3550308,35016,Sao_Paulo,104,9806,79.56037,1672.1957,0.04758,SES,05/15/21
491940,32,08/06/20,Brazil,Sao_Paulo,3457,209559,SP,3550308,35016,Sao_Paulo,103,9909,80.39605,1700.24386,0.04729,SES,05/15/21
497502,32,08/07/20,Brazil,Sao_Paulo,1910,211469,SP,3550308,35016,Sao_Paulo,103,10012,81.23174,1715.74052,0.04735,SES,05/15/21
503065,32,08/08/20,Brazil,Sao_Paulo,2038,213507,SP,3550308,35016,Sao_Paulo,73,10085,81.82402,1732.27571,0.04723,SES,05/15/21
508628,33,08/09/20,Brazil,Sao_Paulo,587,214094,SP,3550308,35016,Sao_Paulo,14,10099,81.93761,1737.0383,0.04717,SES,05/15/21
514192,33,08/10/20,Brazil,Sao_Paulo,235,214329,SP,3550308,35016,Sao_Paulo,8,10107,82.00251,1738.94495,0.04716,SES,05/15/21
519759,33,08/11/20,Brazil,Sao_Paulo,2915,217244,SP,3550308,35016,Sao_Paulo,114,10221,82.92745,1762.59562,0.04705,SES,05/15/21
525328,33,08/12/20,Brazil,Sao_Paulo,6896,224140,SP,3550308,35016,Sao_Paulo,90,10311,83.65765,1818.54589,0.046,SES,05/15/21
530900,33,08/13/20,Brazil,Sao_Paulo,7063,231203,SP,3550308,35016,Sao_Paulo,142,10453,84.80976,1875.8511,0.04521,SES,05/15/21
536473,33,08/14/20,Brazil,Sao_Paulo,2784,233987,SP,3550308,35016,Sao_Paulo,110,10563,85.70224,1898.43891,0.04514,SES,05/15/21
542047,33,08/15/20,Brazil,Sao_Paulo,1532,235519,SP,3550308,35016,Sao_Paulo,29,10592,85.93753,1910.8687,0.04497,SES,05/15/21
547622,34,08/16/20,Brazil,Sao_Paulo,347,235866,SP,3550308,35016,Sao_Paulo,13,10605,86.04301,1913.68406,0.04496,SES,05/15/21
553198,34,08/17/20,Brazil,Sao_Paulo,297,236163,SP,3550308,35016,Sao_Paulo,20,10625,86.20527,1916.09375,0.04499,SES,05/15/21
558774,34,08/18/20,Brazil,Sao_Paulo,1771,237934,SP,3550308,35016,Sao_Paulo,75,10700,86.81378,1930.46265,0.04497,SES,05/15/21
564351,34,08/19/20,Brazil,Sao_Paulo,2181,240115,SP,3550308,35016,Sao_Paulo,61,10761,87.3087,1948.15805,0.04482,SES,05/15/21
569928,34,08/20/20,Brazil,Sao_Paulo,1649,241764,SP,3550308,35016,Sao_Paulo,102,10863,88.13627,1961.53711,0.04493,SES,05/15/21
575506,34,08/21/20,Brazil,Sao_Paulo,825,242589,SP,3550308,35016,Sao_Paulo,73,10936,88.72855,1968.2307,0.04508,SES,05/15/21
