Reported_Date,City,daily_temp,daily_humidity,mavg_7_temp,mavg_7_humidity,mavg_15_temp,mavg_15_humidity
2020-03-03,New York,11.27,70.72,4.317142857142858,61.56142857142857,4.190666666666667,54.403999999999996
2020-03-04,New York,10.21,58.76,4.688571428571429,60.67000000000001,4.576666666666667,55.58533333333333
2020-03-05,New York,7.84,48.25,5.04,55.74285714285715,4.895333333333334,55.016666666666666
2020-03-06,New York,5.15,77.19,5.331428571428572,52.21857142857143,4.97,54.46399999999999
2020-03-07,New York,4.51,59.54,5.911428571428572,56.70857142857143,5.267333333333334,56.70466666666667
2020-03-08,New York,6.38,37.08,6.498571428571428,58.91714285714285,5.720666666666667,57.94866666666667
2020-03-09,New York,12.35,36.33,7.424285714285714,57.68428571428571,5.975333333333334,57.784666666666666
2020-03-10,New York,14.87,48.21,8.244285714285715,55.410000000000004,6.382000000000001,57.84799999999999
2020-03-11,New York,11.42,54.38,8.758571428571427,52.194285714285705,6.8533333333333335,57.800666666666665
2020-03-12,New York,7.59,61.71,8.93142857142857,51.568571428571424,7.036666666666666,56.29533333333333
2020-03-13,New York,11.84,81.48,8.895714285714286,53.491428571428564,7.026000000000001,54.19266666666667
2020-03-14,New York,10.22,33.46,9.851428571428572,54.104285714285716,7.4286666666666665,54.763333333333335
2020-03-15,New York,8.44,39.46,10.667142857142858,50.37857142857143,8.037333333333333,53.943333333333335
2020-03-16,New York,4.49,43.0,10.961428571428572,50.71857142857143,8.573333333333332,53.63533333333333
2020-03-17,New York,7.22,78.04,9.838571428571427,51.67142857142857,8.879333333333333,53.45466666666666
2020-03-18,New York,8.53,52.33,8.745714285714286,55.932857142857145,8.919999999999998,55.17399999999999
2020-03-19,New York,7.36,82.41,8.332857142857142,55.64,8.737333333333334,53.948
2020-03-20,New York,12.33,83.17,8.299999999999999,58.59714285714285,8.547333333333333,55.52466666666667
