Date,Country,City,Cumalative Cases,Population_millions,DateCollected,CasesMillionInhab
2020-02-09,Chile,Santiago de Chile,275138.0,7460708,2020.0,36878.0
2020-02-09,Ecuador,Quito,21558.0,2011388,2020.0,10718.0
2020-02-09,Ecuador,Guayaquil,12808.0,2011388,2020.0,6368.0
2020-02-09,México,Ciudad de México,101571.0,8985339,2015.0,11304.0
2020-02-09,Perú,Lima,278010.0,9485405,2017.0,29309.0
2020-02-09,Uruguay,Montevideo,995.0,1351162,2020.0,736.0
2020-02-09,Brasil,Sao Paulo,265066.0,12252023,2017.0,21634.0
2020-02-09,Estados Unidos,Miami,159978.0,2761581,2018.0,57930.0
2020-02-09,Estados Unidos,New York,309259.0,8398748,2018.0,36822.0
2020-02-09,España,Madrid,133656.0,3266126,2020.0,40922.0
2020-03-09,Colombia,Bogotá,219584.0,7743955,2020.0,28356.0
2020-03-09,Argentina,Buenos Aires,164416.0,3075646,2020.0,53457.0
2020-03-09,Brasil,Brasilia,167200.0,3015268,2019.0,55451.0
2020-03-09,Chile,Santiago de Chile,275710.0,7460708,2020.0,36955.0
2020-03-09,Ecuador,Quito,22281.0,2011388,2020.0,11077.0
2020-03-09,Ecuador,Guayaquil,12912.0,2011388,2020.0,6419.0
2020-03-09,México,Ciudad de México,102938.0,8985339,2015.0,11456.0
2020-03-09,Perú,Lima,279628.0,9485405,2017.0,29480.0
2020-03-09,Uruguay,Montevideo,1007.0,1351162,2020.0,745.0
2020-03-09,Brasil,Sao Paulo,266232.0,12252023,2017.0,21730.0
2020-03-09,Estados Unidos,Miami,160469.0,2761581,2018.0,58108.0
2020-03-09,Estados Unidos,New York,310176.0,8398748,2018.0,36931.0
2020-03-09,España,Madrid,136901.0,3266126,2020.0,41915.0
2020-04-09,Colombia,Bogotá,221738.0,7743955,2020.0,28634.0
2020-04-09,Argentina,Buenos Aires,166907.0,3075646,2020.0,54267.0
2020-04-09,Brasil,Brasilia,168605.0,3015268,2019.0,55917.0
2020-04-09,Chile,Santiago de Chile,276282.0,7460708,2020.0,37032.0
2020-04-09,Ecuador,Quito,22281.0,2011388,2020.0,11077.0
2020-04-09,Ecuador,Guayaquil,12912.0,2011388,2020.0,6419.0
2020-04-09,México,Ciudad de México,22281.0,8985339,2015.0,2480.0
2020-04-09,Perú,Lima,282311.0,9485405,2017.0,29763.0
2020-04-09,Uruguay,Montevideo,1023.0,1351162,2020.0,757.0
2020-04-09,Brasil,Sao Paulo,266236.0,12252023,2017.0,21730.0
2020-04-09,Estados Unidos,Miami,161018.0,2761581,2018.0,58306.0
2020-04-09,Estados Unidos,New York,310176.0,8398748,2018.0,36931.0
2020-04-09,España,Madrid,136901.0,3266126,2020.0,41915.0
2020-05-09,Colombia,Bogotá,223522.0,7743955,2020.0,28864.0
2020-05-09,Argentina,Buenos Aires,168874.0,3075646,2020.0,54907.0
2020-05-09,Brasil,Brasilia,169617.0,3015268,2019.0,56253.0
2020-05-09,Chile,Santiago de Chile,276900.0,7460708,2020.0,37114.0
2020-05-09,Ecuador,Quito,22281.0,2011388,2020.0,11077.0
2020-05-09,Ecuador,Guayaquil,12912.0,2011388,2020.0,6419.0
2020-05-09,México,Ciudad de México,104255.0,8985339,2015.0,11603.0
2020-05-09,Perú,Lima,283859.0,9485405,2017.0,29926.0
2020-05-09,Uruguay,Montevideo,1033.0,1351162,2020.0,765.0
2020-05-09,Brasil,Sao Paulo,267767.0,12252023,2017.0,21855.0
2020-05-09,Estados Unidos,Miami,161363.0,2761581,2018.0,58431.0
2020-05-09,Estados Unidos,New York,310176.0,8398748,2018.0,36931.0
2020-05-09,España,Madrid,136901.0,3266126,2020.0,41915.0
2020-06-09,Colombia,Bogotá,225947.0,7743955,2020.0,29177.0
2020-06-09,Argentina,Buenos Aires,170342.0,3075646,2020.0,55384.0
2020-06-09,Brasil,Brasilia,170806.0,3015268,2019.0,56647.0
2020-06-09,Chile,Santiago de Chile,277374.0,7460708,2020.0,37178.0
2020-06-09,Ecuador,Quito,22281.0,2011388,2020.0,11077.0
2020-06-09,Ecuador,Guayaquil,12912.0,2011388,2020.0,6419.0
2020-06-09,México,Ciudad de México,105610.0,8985339,2015.0,11754.0
2020-06-09,Perú,Lima,284647.0,9485405,2017.0,30009.0
2020-06-09,Uruguay,Montevideo,1042.0,1351162,2020.0,771.0
2020-06-09,Brasil,Sao Paulo,267926.0,12252023,2017.0,21868.0
2020-06-09,Estados Unidos,Miami,161637.0,2761581,2018.0,58531.0
2020-06-09,Estados Unidos,New York,310176.0,8398748,2018.0,36931.0
2020-06-09,España,Madrid,146341.0,3266126,2020.0,44806.0
2020-07-09,Colombia,Bogotá,227979.0,7743955,2020.0,29440.0
2020-07-09,Argentina,Buenos Aires,172678.0,3075646,2020.0,56144.0
2020-07-09,Brasil,Brasilia,171739.0,3015268,2019.0,56956.0
2020-07-09,Chile,Santiago de Chile,277726.0,7460708,2020.0,37225.0
2020-07-09,Ecuador,Quito,22281.0,2011388,2020.0,11077.0
2020-07-09,Ecuador,Guayaquil,12912.0,2011388,2020.0,6419.0
2020-07-09,México,Ciudad de México,105610.0,8985339,2015.0,11754.0
2020-07-09,Perú,Lima,286615.0,9485405,2017.0,30216.0
2020-07-09,Uruguay,Montevideo,1055.0,1351162,2020.0,781.0
2020-07-09,Brasil,Sao Paulo,268347.0,12252023,2017.0,21902.0
2020-07-09,Estados Unidos,Miami,162026.0,2761581,2018.0,58671.0
2020-07-09,Estados Unidos,New York,310176.0,8398748,2018.0,36931.0
2020-07-09,España,Madrid,149262.0,3266126,2020.0,45700.0
2020-08-09,Colombia,Bogotá,230120.0,7743955,2020.0,29716.0
2020-08-09,Argentina,Buenos Aires,175312.0,3075646,2020.0,57000.0
2020-08-09,Brasil,Brasilia,172708.0,3015268,2019.0,57278.0
2020-08-09,Chile,Santiago de Chile,278241.0,7460708,2020.0,37294.0
2020-08-09,Ecuador,Quito,22281.0,2011388,2020.0,11077.0
2020-08-09,Ecuador,Guayaquil,12912.0,2011388,2020.0,6419.0
2020-08-09,México,Ciudad de México,106769.0,8985339,2015.0,11883.0
2020-08-09,Perú,Lima,288460.0,9485405,2017.0,30411.0
2020-08-09,Uruguay,Montevideo,1080.0,1351162,2020.0,799.0
2020-08-09,Brasil,Sao Paulo,270000.0,12252023,2017.0,22037.0
2020-08-09,Estados Unidos,Miami,162433.0,2761581,2018.0,58819.0
2020-08-09,Estados Unidos,New York,236647.0,8398748,2018.0,28176.0
2020-08-09,España,Madrid,162433.0,3266126,2020.0,49733.0
2020-09-09,Colombia,Bogotá,232408.0,7743955,2020.0,30012.0
2020-09-09,Argentina,Buenos Aires,177825.0,3075646,2020.0,57817.0
2020-09-09,Brasil,Brasilia,173631.0,3015268,2019.0,57584.0
2020-09-09,Chile,Santiago de Chile,278713.0,7460708,2020.0,37357.0
2020-09-09,Ecuador,Quito,22281.0,2011388,2020.0,11077.0
2020-09-09,Ecuador,Guayaquil,12912.0,2011388,2020.0,6419.0
2020-09-09,México,Ciudad de México,107613.0,8985339,2015.0,11977.0
2020-09-09,Perú,Lima,290533.0,9485405,2017.0,30629.0
2020-09-09,Uruguay,Montevideo,1090.0,1351162,2020.0,807.0
2020-09-09,Brasil,Sao Paulo,271505.0,12252023,2017.0,22160.0
2020-09-09,Estados Unidos,Miami,162894.0,2761581,2018.0,58986.0
2020-09-09,Estados Unidos,New York,236983.0,8398748,2018.0,28216.0
2020-09-09,España,Madrid,156026.0,3266126,2020.0,47771.0
2020-10-09,Colombia,Bogotá,234514.0,7743955,2020.0,30283.0
2020-10-09,Argentina,Buenos Aires,180406.0,3075646,2020.0,58656.0
2020-10-09,Brasil,Brasilia,174549.0,3015268,2019.0,57888.0
2020-10-09,Chile,Santiago de Chile,279129.0,7460708,2020.0,37413.0
2020-10-09,Ecuador,Quito,22281.0,2011388,2020.0,11077.0
2020-10-09,Ecuador,Guayaquil,12912.0,2011388,2020.0,6419.0
2020-10-09,México,Ciudad de México,109806.0,8985339,2015.0,12221.0
2020-10-09,Perú,Lima,291759.0,9485405,2017.0,30759.0
2020-10-09,Uruguay,Montevideo,1099.0,1351162,2020.0,813.0
2020-10-09,Brasil,Sao Paulo,272857.0,12252023,2017.0,22270.0
2020-10-09,Estados Unidos,Miami,163375.0,2761581,2018.0,59160.0
2020-10-09,Estados Unidos,New York,237252.0,8398748,2018.0,28248.0
2020-10-09,España,Madrid,160221.0,3266126,2020.0,49055.0
2020-11-09,Colombia,Bogotá,236313.0,7743955,2020.0,30516.0
2020-11-09,Argentina,Buenos Aires,182791.0,3075646,2020.0,59432.0
2020-11-09,Brasil,Brasilia,175646.0,3015268,2019.0,58252.0
2020-11-09,Chile,Santiago de Chile,279672.0,7460708,2020.0,37486.0
2020-11-09,Ecuador,Quito,22281.0,2011388,2020.0,11077.0
2020-11-09,Ecuador,Guayaquil,12912.0,2011388,2020.0,6419.0
2020-11-09,México,Ciudad de México,109806.0,8985339,2015.0,12221.0
2020-11-09,Perú,Lima,295453.0,9485405,2017.0,31148.0
2020-11-09,Uruguay,Montevideo,1102.0,1351162,2020.0,816.0
2020-11-09,Brasil,Sao Paulo,274173.0,12252023,2017.0,22378.0
2020-11-09,Estados Unidos,Miami,163790.0,2761581,2018.0,59310.0
2020-11-09,Estados Unidos,New York,237802.0,8398748,2018.0,28314.0
2020-11-09,España,Madrid,160221.0,3266126,2020.0,49055.0
2020-12-09,Colombia,Bogotá,238334.0,7743955,2020.0,30777.0
2020-12-09,Argentina,Buenos Aires,184742.0,3075646,2020.0,60066.0
2020-12-09,Brasil,Brasilia,176837.0,3015268,2019.0,58647.0
2020-12-09,Chile,Santiago de Chile,280152.0,7460708,2020.0,37550.0
2020-12-09,Ecuador,Quito,22281.0,2011388,2020.0,11077.0
2020-12-09,Ecuador,Guayaquil,12912.0,2011388,2020.0,6419.0
2020-12-09,México,Ciudad de México,111443.0,8985339,2015.0,12403.0
2020-12-09,Perú,Lima,297293.0,9485405,2017.0,31342.0
2020-12-09,Uruguay,Montevideo,1121.0,1351162,2020.0,830.0
2020-12-09,Brasil,Sao Paulo,274467.0,12252023,2017.0,22402.0
2020-12-09,Estados Unidos,Miami,164086.0,2761581,2018.0,59417.0
2020-12-09,Estados Unidos,New York,237802.0,8398748,2018.0,28314.0
2020-12-09,España,Madrid,171085.0,3266126,2020.0,52382.0
2020-09-13,Colombia,Bogotá,240287.0,7743955,2020.0,31029.0
2020-09-13,Argentina,Buenos Aires,186311.0,3075646,2020.0,60576.0
2020-09-13,Brasil,Brasilia,177921.0,3015268,2019.0,59007.0
2020-09-13,Chile,Santiago de Chile,280615.0,7460708,2020.0,37612.0
2020-09-13,Ecuador,Quito,22281.0,2011388,2020.0,11077.0
2020-09-13,Ecuador,Guayaquil,12912.0,2011388,2020.0,6419.0
2020-09-13,México,Ciudad de México,111443.0,8985339,2015.0,12403.0
2020-09-13,Perú,Lima,298127.0,9485405,2017.0,31430.0
2020-09-13,Uruguay,Montevideo,1127.0,1351162,2020.0,834.0
2020-09-13,Brasil,Sao Paulo,274740.0,12252023,2017.0,22424.0
2020-09-13,Estados Unidos,Miami,164299.0,2761581,2018.0,59495.0
2020-09-13,Estados Unidos,New York,238067.0,8398748,2018.0,28346.0
2020-09-13,España,Madrid,171085.0,3266126,2020.0,52382.0
2020-09-14,Colombia,Bogotá,242007.0,7743955,2020.0,31251.0
2020-09-14,Argentina,Buenos Aires,188394.0,3075646,2020.0,61253.0
2020-09-14,Brasil,Brasilia,178747.0,3015268,2019.0,59281.0
2020-09-14,Chile,Santiago de Chile,280938.0,7460708,2020.0,37656.0
2020-09-14,Ecuador,Quito,22281.0,2011388,2020.0,11077.0
2020-09-14,Ecuador,Guayaquil,12912.0,2011388,2020.0,6419.0
2020-09-14,México,Ciudad de México,111897.0,8985339,2015.0,12453.0
2020-09-14,Perú,Lima,299758.0,9485405,2017.0,31602.0
2020-09-14,Uruguay,Montevideo,1129.0,1351162,2020.0,836.0
2020-09-14,Brasil,Sao Paulo,276241.0,12252023,2017.0,22547.0
2020-09-14,Estados Unidos,Miami,164688.0,2761581,2018.0,59635.0
2020-09-14,Estados Unidos,New York,238373.0,8398748,2018.0,28382.0
2020-09-14,España,Madrid,174680.0,3266126,2020.0,53482.0
2020-09-15,Colombia,Bogotá,243456.0,7743955,2020.0,31438.0
2020-09-15,Argentina,Buenos Aires,190563.0,3075646,2020.0,61959.0
2020-09-15,Brasil,Brasilia,179823.0,3015268,2019.0,59637.0
2020-09-15,Chile,Santiago de Chile,281280.0,7460708,2020.0,37702.0
2020-09-15,Ecuador,Quito,26766.0,2011388,2020.0,13307.0
2020-09-15,Ecuador,Guayaquil,13593.0,2011388,2020.0,6758.0
2020-09-15,México,Ciudad de México,114268.0,8985339,2015.0,12717.0
2020-09-15,Perú,Lima,301318.0,9485405,2017.0,31766.0
2020-09-15,Uruguay,Montevideo,1146.0,1351162,2020.0,848.0
2020-09-15,Brasil,Sao Paulo,277683.0,12252023,2017.0,22664.0
2020-09-15,Estados Unidos,Miami,165147.0,2761581,2018.0,59802.0
2020-09-15,Estados Unidos,New York,238625.0,8398748,2018.0,28412.0
2020-09-15,España,Madrid,178118.0,3266126,2020.0,54535.0
2020-09-16,Colombia,Bogotá,244940.0,7743955,2020.0,31630.0
2020-09-16,Argentina,Buenos Aires,192491.0,3075646,2020.0,62586.0
2020-09-16,Brasil,Brasilia,180844.0,3015268,2019.0,59976.0
2020-09-16,Chile,Santiago de Chile,281734.0,7460708,2020.0,37762.0
2020-09-16,Ecuador,Quito,26766.0,2011388,2020.0,13307.0
2020-09-16,Ecuador,Guayaquil,13593.0,2011388,2020.0,6758.0
2020-09-16,México,Ciudad de México,114268.0,8985339,2015.0,12717.0
2020-09-16,Perú,Lima,303012.0,9485405,2017.0,31945.0
2020-09-16,Uruguay,Montevideo,1152.0,1351162,2020.0,853.0
2020-09-16,Brasil,Sao Paulo,279193.0,12252023,2017.0,22788.0
2020-09-16,Estados Unidos,Miami,165697.0,2761581,2018.0,60001.0
2020-09-16,Estados Unidos,New York,238958.0,8398748,2018.0,28452.0
2020-09-16,España,Madrid,178118.0,3266126,2020.0,54535.0
2020-09-17,Colombia,Bogotá,247233.0,7743955,2020.0,31926.0
2020-09-17,Argentina,Buenos Aires,194877.0,3075646,2020.0,63361.0
2020-09-17,Brasil,Brasilia,181919.0,3015268,2019.0,60333.0
2020-09-17,Chile,Santiago de Chile,282119.0,7460708,2020.0,37814.0
2020-09-17,Ecuador,Quito,26766.0,2011388,2020.0,13307.0
2020-09-17,Ecuador,Guayaquil,13593.0,2011388,2020.0,6758.0
2020-09-17,México,Ciudad de México,115791.0,8985339,2015.0,12887.0
2020-09-17,Perú,Lima,305279.0,9485405,2017.0,32184.0
2020-09-17,Uruguay,Montevideo,1161.0,1351162,2020.0,859.0
2020-09-17,Brasil,Sao Paulo,279193.0,12252023,2017.0,22788.0
2020-09-17,Estados Unidos,Miami,165980.0,2761581,2018.0,60103.0
2020-09-17,Estados Unidos,New York,239306.0,8398748,2018.0,28493.0
2020-09-17,España,Madrid,187045.0,3266126,2020.0,57268.0
2020-09-18,Colombia,Bogotá,248694.0,7743955,2020.0,32115.0
2020-09-18,Argentina,Buenos Aires,197085.0,3075646,2020.0,64079.0
2020-09-18,Brasil,Brasilia,183096.0,3015268,2019.0,60723.0
2020-09-18,Chile,Santiago de Chile,282535.0,7460708,2020.0,37870.0
2020-09-18,Ecuador,Quito,26766.0,2011388,2020.0,13307.0
2020-09-18,Ecuador,Guayaquil,13593.0,2011388,2020.0,6758.0
2020-09-18,México,Ciudad de México,116943.0,8985339,2015.0,13015.0
2020-09-18,Perú,Lima,307282.0,9485405,2017.0,32395.0
2020-09-18,Uruguay,Montevideo,1167.0,1351162,2020.0,864.0
2020-09-18,Brasil,Sao Paulo,282217.0,12252023,2017.0,23034.0
2020-09-18,Estados Unidos,Miami,166516.0,2761581,2018.0,60297.0
2020-09-18,Estados Unidos,New York,239798.0,8398748,2018.0,28552.0
2020-09-18,España,Madrid,187045.0,3266126,2020.0,57268.0
2020-09-19,Colombia,Bogotá,250490.0,7743955,2020.0,32347.0
2020-09-19,Argentina,Buenos Aires,198580.0,3075646,2020.0,64565.0
2020-09-19,Brasil,Brasilia,183749.0,3015268,2019.0,60940.0
2020-09-19,Chile,Santiago de Chile,282989.0,7460708,2020.0,37931.0
2020-09-19,Ecuador,Quito,26766.0,2011388,2020.0,13307.0
2020-09-19,Ecuador,Guayaquil,13593.0,2011388,2020.0,6758.0
2020-09-19,México,Ciudad de México,117420.0,8985339,2015.0,13068.0
2020-09-19,Perú,Lima,309199.0,9485405,2017.0,32597.0
2020-09-19,Uruguay,Montevideo,1173.0,1351162,2020.0,868.0
2020-09-19,Brasil,Sao Paulo,282498.0,12252023,2017.0,23057.0
2020-09-19,Estados Unidos,Miami,166881.0,2761581,2018.0,60430.0
2020-09-19,Estados Unidos,New York,240196.0,8398748,2018.0,28599.0
2020-09-19,España,Madrid,187045.0,3266126,2020.0,57268.0
2020-09-20,Colombia,Bogotá,252319.0,7743955,2020.0,32583.0
2020-09-20,Argentina,Buenos Aires,200013.0,3075646,2020.0,65031.0
2020-09-20,Brasil,Brasilia,184555.0,3015268,2019.0,61207.0
2020-09-20,Chile,Santiago de Chile,283189.0,7460708,2020.0,37957.0
2020-09-20,Ecuador,Quito,30557.0,2011388,2020.0,15192.0
2020-09-20,Ecuador,Guayaquil,13830.0,2011388,2020.0,6876.0
2020-09-20,México,Ciudad de México,117808.0,8985339,2015.0,13111.0
2020-09-20,Perú,Lima,309851.0,9485405,2017.0,32666.0
2020-09-20,Uruguay,Montevideo,1174.0,1351162,2020.0,869.0
2020-09-20,Brasil,Sao Paulo,282726.0,12252023,2017.0,23076.0
2020-09-20,Estados Unidos,Miami,167153.0,2761581,2018.0,60528.0
2020-09-20,Estados Unidos,New York,240456.0,8398748,2018.0,28630.0
2020-09-20,España,Madrid,199036.0,3266126,2020.0,60939.0
2020-09-21,Colombia,Bogotá,254276.0,7743955,2020.0,32835.0
2020-09-21,Argentina,Buenos Aires,201438.0,3075646,2020.0,65495.0
2020-09-21,Brasil,Brasilia,185348.0,3015268,2019.0,61470.0
2020-09-21,Chile,Santiago de Chile,283412.0,7460708,2020.0,37987.0
2020-09-21,Ecuador,Quito,31041.0,2011388,2020.0,15433.0
2020-09-21,Ecuador,Guayaquil,13843.0,2011388,2020.0,6882.0
2020-09-21,México,Ciudad de México,118614.0,8985339,2015.0,13201.0
2020-09-21,Perú,Lima,311464.0,9485405,2017.0,32836.0
2020-09-21,Uruguay,Montevideo,1179.0,1351162,2020.0,873.0
2020-09-21,Brasil,Sao Paulo,284252.0,12252023,2017.0,23200.0
2020-09-21,Estados Unidos,Miami,167515.0,2761581,2018.0,60659.0
2020-09-21,Estados Unidos,New York,240807.0,8398748,2018.0,28672.0
2020-09-21,España,Madrid,202688.0,3266126,2020.0,62058.0
2020-09-22,Colombia,Bogotá,256116.0,7743955,2020.0,33073.0
2020-09-22,Argentina,Buenos Aires,203388.0,3075646,2020.0,66129.0
2020-09-22,Brasil,Brasilia,186052.0,3015268,2019.0,61703.0
2020-09-22,Chile,Santiago de Chile,283748.0,7460708,2020.0,38032.0
2020-09-22,Ecuador,Quito,32543.0,2011388,2020.0,16179.0
2020-09-22,Ecuador,Guayaquil,13873.0,2011388,2020.0,6897.0
2020-09-22,México,Ciudad de México,119866.0,8985339,2015.0,13340.0
2020-09-22,Perú,Lima,313128.0,9485405,2017.0,33012.0
2020-09-22,Uruguay,Montevideo,1184.0,1351162,2020.0,876.0
2020-09-22,Brasil,Sao Paulo,285475.0,12252023,2017.0,23300.0
2020-09-22,Estados Unidos,Miami,167880.0,2761581,2018.0,60791.0
2020-09-22,Estados Unidos,New York,241087.0,8398748,2018.0,28705.0
2020-09-22,España,Madrid,206418.0,3266126,2020.0,63200.0
2020-09-23,Colombia,Bogotá,257679.0,7743955,2020.0,33275.0
2020-09-23,Argentina,Buenos Aires,205283.0,3075646,2020.0,66745.0
2020-09-23,Brasil,Brasilia,186945.0,3015268,2019.0,61999.0
2020-09-23,Chile,Santiago de Chile,284147.0,7460708,2020.0,38086.0
2020-09-23,Ecuador,Quito,33269.0,2011388,2020.0,16540.0
2020-09-23,Ecuador,Guayaquil,13911.0,2011388,2020.0,6916.0
2020-09-23,México,Ciudad de México,121087.0,8985339,2015.0,13476.0
2020-09-23,Perú,Lima,315036.0,9485405,2017.0,33213.0
2020-09-23,Uruguay,Montevideo,1191.0,1351162,2020.0,881.0
2020-09-23,Brasil,Sao Paulo,286862.0,12252023,2017.0,23413.0
2020-09-23,Estados Unidos,Miami,168272.0,2761581,2018.0,60933.0
2020-09-23,Estados Unidos,New York,241511.0,8398748,2018.0,28756.0
2020-09-23,España,Madrid,210768.0,3266126,2020.0,64531.0
2020-09-24,Colombia,Bogotá,259008.0,7743955,2020.0,33446.0
2020-09-24,Argentina,Buenos Aires,207302.0,3075646,2020.0,67401.0
2020-09-24,Brasil,Brasilia,187895.0,3015268,2019.0,62315.0
2020-09-24,Chile,Santiago de Chile,284591.0,7460708,2020.0,38145.0
2020-09-24,Ecuador,Quito,33269.0,2011388,2020.0,16540.0
2020-09-24,Ecuador,Guayaquil,13911.0,2011388,2020.0,6916.0
2020-09-24,México,Ciudad de México,121931.0,8985339,2015.0,13570.0
2020-09-24,Perú,Lima,316615.0,9485405,2017.0,33379.0
2020-09-24,Uruguay,Montevideo,1194.0,1351162,2020.0,884.0
2020-09-24,Brasil,Sao Paulo,288081.0,12252023,2017.0,23513.0
2020-09-24,Estados Unidos,Miami,168775.0,2761581,2018.0,61115.0
2020-09-24,Estados Unidos,New York,241882.0,8398748,2018.0,28800.0
2020-09-24,España,Madrid,213709.0,3266126,2020.0,65432.0
2020-09-25,Colombia,Bogotá,260559.0,7743955,2020.0,33647.0
2020-09-25,Argentina,Buenos Aires,209170.0,3075646,2020.0,68008.0
2020-09-25,Brasil,Brasilia,188608.0,3015268,2019.0,62551.0
2020-09-25,Chile,Santiago de Chile,285095.0,7460708,2020.0,38213.0
2020-09-25,Ecuador,Quito,33269.0,2011388,2020.0,16540.0
2020-09-25,Ecuador,Guayaquil,13911.0,2011388,2020.0,6916.0
2020-09-25,México,Ciudad de México,123046.0,8985339,2015.0,13694.0
2020-09-25,Perú,Lima,318245.0,9485405,2017.0,33551.0
2020-09-25,Uruguay,Montevideo,1211.0,1351162,2020.0,896.0
2020-09-25,Brasil,Sao Paulo,289185.0,12252023,2017.0,23603.0
2020-09-25,Estados Unidos,Miami,169144.0,2761581,2018.0,61249.0
2020-09-25,Estados Unidos,New York,242311.0,8398748,2018.0,28851.0
2020-09-25,España,Madrid,213709.0,3266126,2020.0,65432.0
2020-09-26,Colombia,Bogotá,262956.0,7743955,2020.0,33956.0
2020-09-26,Argentina,Buenos Aires,210888.0,3075646,2020.0,68567.0
2020-09-26,Brasil,Brasilia,189513.0,3015268,2019.0,62851.0
2020-09-26,Chile,Santiago de Chile,285508.0,7460708,2020.0,38268.0
2020-09-26,Ecuador,Quito,33269.0,2011388,2020.0,16540.0
2020-09-26,Ecuador,Guayaquil,13911.0,2011388,2020.0,6916.0
2020-09-26,México,Ciudad de México,123655.0,8985339,2015.0,13762.0
2020-09-26,Perú,Lima,319475.0,9485405,2017.0,33681.0
2020-09-26,Uruguay,Montevideo,1216.0,1351162,2020.0,900.0
2020-09-26,Brasil,Sao Paulo,289308.0,12252023,2017.0,23613.0
2020-09-26,Estados Unidos,Miami,169426.0,2761581,2018.0,61351.0
2020-09-26,Estados Unidos,New York,242693.0,8398748,2018.0,28896.0
2020-09-26,España,Madrid,213709.0,3266126,2020.0,65432.0
2020-09-27,Colombia,Bogotá,264274.0,7743955,2020.0,34126.0
2020-09-27,Argentina,Buenos Aires,212122.0,3075646,2020.0,68968.0
2020-09-27,Brasil,Brasilia,190505.0,3015268,2019.0,63180.0
2020-09-27,Chile,Santiago de Chile,285939.0,7460708,2020.0,38326.0
2020-09-27,Ecuador,Quito,35602.0,2011388,2020.0,17700.0
2020-09-27,Ecuador,Guayaquil,13948.0,2011388,2020.0,6935.0
2020-09-27,México,Ciudad de México,124314.0,8985339,2015.0,13835.0
2020-09-27,Perú,Lima,320370.0,9485405,2017.0,33775.0
2020-09-27,Uruguay,Montevideo,1218.0,1351162,2020.0,901.0
2020-09-27,Brasil,Sao Paulo,289466.0,12252023,2017.0,23626.0
2020-09-27,Estados Unidos,Miami,169466.0,2761581,2018.0,61366.0
2020-09-27,Estados Unidos,New York,243072.0,8398748,2018.0,28941.0
2020-09-27,España,Madrid,227158.0,3266126,2020.0,69550.0
2020-09-28,Colombia,Bogotá,265576.0,7743955,2020.0,34295.0
2020-09-28,Argentina,Buenos Aires,213846.0,3075646,2020.0,69529.0
2020-09-28,Brasil,Brasilia,191317.0,3015268,2019.0,63449.0
2020-09-28,Chile,Santiago de Chile,286236.0,7460708,2020.0,38366.0
2020-09-28,Ecuador,Quito,35602.0,2011388,2020.0,17700.0
2020-09-28,Ecuador,Guayaquil,13948.0,2011388,2020.0,6935.0
2020-09-28,México,Ciudad de México,125115.0,8985339,2015.0,13924.0
2020-09-28,Perú,Lima,321336.0,9485405,2017.0,33877.0
2020-09-28,Uruguay,Montevideo,1231.0,1351162,2020.0,911.0
2020-09-28,Brasil,Sao Paulo,290839.0,12252023,2017.0,23738.0
2020-09-28,Estados Unidos,Miami,170086.0,2761581,2018.0,61590.0
2020-09-28,Estados Unidos,New York,243595.0,8398748,2018.0,29004.0
2020-09-28,España,Madrid,227158.0,3266126,2020.0,69550.0
2020-09-29,Colombia,Bogotá,269201.0,7743955,2020.0,34763.0
2020-09-29,Argentina,Buenos Aires,215819.0,3075646,2020.0,70170.0
2020-09-29,Brasil,Brasilia,192245.0,3015268,2019.0,63757.0
2020-09-29,Chile,Santiago de Chile,286701.0,7460708,2020.0,38428.0
2020-09-29,Ecuador,Quito,35972.0,2011388,2020.0,17884.0
2020-09-29,Ecuador,Guayaquil,13953.0,2011388,2020.0,6937.0
2020-09-29,México,Ciudad de México,126371.0,8985339,2015.0,14064.0
2020-09-29,Perú,Lima,322421.0,9485405,2017.0,33991.0
2020-09-29,Uruguay,Montevideo,1234.0,1351162,2020.0,913.0
2020-09-29,Brasil,Sao Paulo,292067.0,12252023,2017.0,23838.0
2020-09-29,Estados Unidos,Miami,170400.0,2761581,2018.0,61704.0
2020-09-29,Estados Unidos,New York,244041.0,8398748,2018.0,29057.0
2020-09-29,España,Madrid,235196.0,3266126,2020.0,72011.0
2020-09-30,Colombia,Bogotá,269201.0,7743955,2020.0,34763.0
2020-09-30,Argentina,Buenos Aires,217721.0,3075646,2020.0,70789.0
2020-09-30,Brasil,Brasilia,193127.0,3015268,2019.0,64050.0
2020-09-30,Chile,Santiago de Chile,287116.0,7460708,2020.0,38484.0
2020-09-30,Ecuador,Quito,37403.0,2011388,2020.0,18596.0
2020-09-30,Ecuador,Guayaquil,13995.0,2011388,2020.0,6958.0
2020-09-30,México,Ciudad de México,127463.0,8985339,2015.0,14186.0
2020-09-30,Perú,Lima,323729.0,9485405,2017.0,34129.0
2020-09-30,Uruguay,Montevideo,1245.0,1351162,2020.0,921.0
2020-09-30,Brasil,Sao Paulo,293210.0,12252023,2017.0,23932.0
2020-09-30,Estados Unidos,Miami,170882.0,2761581,2018.0,61878.0
2020-09-30,Estados Unidos,New York,244574.0,8398748,2018.0,29120.0
2020-09-30,España,Madrid,238423.0,3266126,2020.0,72999.0
2020-01-10,Colombia,Bogotá,270515.0,7743955,2020.0,34932.0
2020-01-10,Argentina,Buenos Aires,219469.0,3075646,2020.0,71357.0
2020-01-10,Brasil,Brasilia,194042.0,3015268,2019.0,64353.0
